EPC;Timestamp;Antenna;RSSI;ReaderAntenna
E2801170000002136C8E6BB9;2022-05-17 13:10:09,311;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:10:33,911;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:10:33,951;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:10:34,071;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:10:34,111;2;46;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:10:34,231;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:10:34,351;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:10:55,556;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:11:15,436;2;40;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:11:15,607;2;40;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:11:15,656;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:11:15,816;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:11:25,926;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:11:25,986;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:11:26,556;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:11:26,616;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:11:28,706;2;40;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:11:38,377;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:12:19,437;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:12:19,658;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:12:32,818;2;40;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:12:32,867;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:12:32,987;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:13:08,749;2;48;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:13:09,889;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:13:10,009;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:13:10,379;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:13:10,429;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:13:12,099;2;40;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:13:43,816;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:13:43,876;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:13:44,246;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:13:44,516;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:13:44,566;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:13:44,846;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:14:23,876;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:14:23,926;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:14:24,046;2;47;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:14:24,156;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:15:19,397;2;46;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:15:19,447;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:15:21,237;2;40;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:15:21,287;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:15:21,607;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:15:48,057;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:16:16,897;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:16:17,477;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:17:35,643;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:18:07,175;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:18:08,405;2;50;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:18:31,605;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:19:09,091;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:19:09,210;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:19:09,261;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:19:09,381;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:19:10,250;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:19:10,300;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:19:23,810;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:19:46,222;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:19:46,260;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:20:16,000;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:20:16,499;2;37;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:20:33,229;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:20:34,369;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:20:34,489;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:20:35,620;2;46;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:21:00,102;2;47;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:21:01,452;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:21:17,292;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:21:17,462;2;47;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:21:17,522;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:21:17,642;2;46;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:21:18,422;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:22:04,762;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:22:04,812;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:22:16,312;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:22:17,352;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:22:21,732;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:22:25,152;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:22:25,782;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:22:35,182;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:22:35,242;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:22:35,382;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:22:44,272;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:22:44,402;2;48;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:22:45,742;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:22:46,432;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:22:46,482;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:22:46,752;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:22:47,492;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:23:01,596;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:23:08,916;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:23:17,436;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:23:37,446;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:23:37,676;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:23:37,896;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:24:12,459;2;46;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:24:12,589;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:24:28,409;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:24:28,459;2;46;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:24:28,739;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:25:02,322;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:26:26,586;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:26:34,636;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:27:39,331;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:28:54,842;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:28:55,021;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:28:55,061;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:28:56,851;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:28:56,971;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:29:44,265;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:29:44,995;2;40;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:29:45,575;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:29:45,845;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:29:45,965;2;49;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:29:46,555;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:29:46,825;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:29:55,665;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:30:36,689;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:30:55,989;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:30:56,039;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:30:56,159;2;40;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:30:56,209;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:30:58,159;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:31:13,489;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:31:13,939;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:31:44,197;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:31:44,247;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:31:57,757;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:31:58,507;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:31:58,627;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:32:21,713;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:32:41,633;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:32:41,753;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:32:43,603;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:32:43,723;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:32:43,773;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:32:43,983;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:32:44,103;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:32:56,803;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:02,193;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:02,623;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:31,929;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:32,049;2;51;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:32,379;2;46;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:32,429;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:32,539;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:33,089;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:33,129;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:33,249;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:33,299;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:33,629;2;47;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:33,679;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:33,789;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:33,839;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:33,959;2;46;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:34,009;2;46;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:34,129;2;47;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:34,179;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:34,449;2;47;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:34,569;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:34,619;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:35,009;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:36,699;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:36,749;2;48;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:36,859;2;49;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:36,929;2;46;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:37,759;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:37,809;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:37,929;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:37,979;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:38,099;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:38,149;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:38,269;2;47;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:38,389;2;46;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:38,679;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:38,729;2;47;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:38,849;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:38,899;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:39,019;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:39,069;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:39,229;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:39,559;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:39,679;2;46;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:39,740;2;47;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:40,319;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:40,369;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:41,219;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:41,269;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:41,439;2;41;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:41,489;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:33:42,329;2;46;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:34:07,569;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:35:12,378;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:35:42,965;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:35:43,015;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:35:43,235;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:35:43,295;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:38:53,190;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:39:36,203;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:40:02,163;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:40:02,213;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:40:33,503;2;43;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:43:46,576;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:44:00,486;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:44:00,536;2;42;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:44:00,756;2;47;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:44:36,846;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:44:43,088;2;40;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:44:43,208;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:44:48,398;2;40;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:44:48,518;2;44;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:46:02,048;2;45;Rd2_Antenna02
E2801170000002136C8E6BB9;2022-05-17 13:49:53,439;2;44;Rd2_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:13:07,619;1;50;Rd2_Antenna01
303ACA4980772999D81DB143;2022-05-17 13:13:07,669;1;49;Rd2_Antenna01
303ACA4980772999D81DB143;2022-05-17 13:13:07,939;2;50;Rd2_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:13:07,990;1;50;Rd2_Antenna01
303ACA4980772999D81DB143;2022-05-17 13:13:08,159;2;55;Rd2_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:13:08,339;2;58;Rd2_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:13:08,379;2;55;Rd2_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:13:09,329;2;54;Rd2_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:13:09,379;2;51;Rd2_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:13:09,499;1;55;Rd2_Antenna01
303ACA4980772999D81DB143;2022-05-17 13:13:09,499;2;56;Rd2_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:13:09,549;1;57;Rd2_Antenna01
303ACA4980772999D81DB143;2022-05-17 13:13:09,549;2;56;Rd2_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:13:09,669;1;63;Rd2_Antenna01
303ACA4980772999D81DB143;2022-05-17 13:13:09,719;1;65;Rd2_Antenna01
303ACA4980772999D81DB143;2022-05-17 13:13:09,829;1;49;Rd2_Antenna01
303ACA4980772999D81DB143;2022-05-17 13:13:09,889;1;56;Rd2_Antenna01
303ACA4980772999D81DB143;2022-05-17 13:13:09,889;2;52;Rd2_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:13:10,009;1;62;Rd2_Antenna01
303ACA4980772999D81DB143;2022-05-17 13:13:10,009;2;50;Rd2_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:13:10,079;1;61;Rd2_Antenna01
303ACA4980772999D81DB143;2022-05-17 13:13:10,079;2;50;Rd2_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:13:10,199;1;49;Rd2_Antenna01
303ACA4980772999D81DB143;2022-05-17 13:13:10,599;2;51;Rd2_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:13:10,649;2;49;Rd2_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:13:11,119;2;57;Rd2_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:13:11,169;2;54;Rd2_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:12:04,373;2;53;Rd1_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:12:04,423;2;63;Rd1_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:12:04,543;2;62;Rd1_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:12:04,593;2;63;Rd1_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:12:04,863;2;52;Rd1_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:12:05,093;2;58;Rd1_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:12:05,133;2;56;Rd1_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:12:05,603;2;60;Rd1_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:12:05,653;2;65;Rd1_Antenna02
303ACA4980772999D81DB143;2022-05-17 13:12:06,083;1;52;Rd1_Antenna01
303ACA4980772999D81DB143;2022-05-17 13:12:06,123;1;52;Rd1_Antenna01
30340BDF1854F09364AC1404;2022-05-17 13:13:15,409;1;42;Rd2_Antenna01
30340BDF1854F09364AC1404;2022-05-17 13:13:15,459;1;45;Rd2_Antenna01
30340BDF1854F09364AC1404;2022-05-17 13:13:15,779;1;48;Rd2_Antenna01
30340BDF1854F09364AC1404;2022-05-17 13:13:15,829;1;48;Rd2_Antenna01
30340BDF1854F09364AC1404;2022-05-17 13:12:33,583;1;40;Rd1_Antenna01
30340BDF1854F09364AC1404;2022-05-17 13:12:33,623;1;48;Rd1_Antenna01
30340BDF1456CD6FCAA23404;2022-05-17 13:13:25,219;2;53;Rd2_Antenna02
30340BDF1456CD6FCAA23404;2022-05-17 13:13:25,389;2;62;Rd2_Antenna02
30340BDF1456CD6FCAA23404;2022-05-17 13:13:25,819;2;59;Rd2_Antenna02
30340BDF1456CD6FCAA23404;2022-05-17 13:13:26,189;2;62;Rd2_Antenna02
30340BDF1456CD6FCAA23404;2022-05-17 13:13:26,249;2;70;Rd2_Antenna02
30340BDF1456CD6FCAA23404;2022-05-17 13:13:26,379;1;56;Rd2_Antenna01
30340BDF1456CD6FCAA23404;2022-05-17 13:13:26,379;2;66;Rd2_Antenna02
30340BDF1456CD6FCAA23404;2022-05-17 13:13:26,419;1;64;Rd2_Antenna01
30340BDF1456CD6FCAA23404;2022-05-17 13:13:26,529;1;66;Rd2_Antenna01
30340BDF1456CD6FCAA23404;2022-05-17 13:13:26,589;1;64;Rd2_Antenna01
30340BDF1456CD6FCAA23404;2022-05-17 13:13:26,709;1;64;Rd2_Antenna01
30340BDF1456CD6FCAA23404;2022-05-17 13:13:26,759;1;68;Rd2_Antenna01
30340BDF1456CD6FCAA23404;2022-05-17 13:13:26,759;2;65;Rd2_Antenna02
30340BDF1456CD6FCAA23404;2022-05-17 13:13:26,879;1;64;Rd2_Antenna01
30340BDF1456CD6FCAA23404;2022-05-17 13:13:26,879;2;74;Rd2_Antenna02
30340BDF1456CD6FCAA23404;2022-05-17 13:13:26,929;1;59;Rd2_Antenna01
30340BDF1456CD6FCAA23404;2022-05-17 13:13:26,929;2;72;Rd2_Antenna02
30340BDF1456CD6FCAA23404;2022-05-17 13:13:27,139;1;62;Rd2_Antenna01
30340BDF1456CD6FCAA23404;2022-05-17 13:13:27,199;1;60;Rd2_Antenna01
30340BDF1456CD6FCAA23404;2022-05-17 13:13:27,319;1;61;Rd2_Antenna01
30340BDF1456CD6FCAA23404;2022-05-17 13:13:27,359;1;57;Rd2_Antenna01
30340BDF1456CD6FCAA23404;2022-05-17 13:13:27,579;2;62;Rd2_Antenna02
30340BDF1456CD6FCAA23404;2022-05-17 13:13:28,159;2;58;Rd2_Antenna02
30340BDF1456CD6FCAA23404;2022-05-17 13:12:34,863;2;44;Rd1_Antenna02
30340BDB80184817A93CE403;2022-05-17 13:15:10,447;2;60;Rd2_Antenna02
30340BDB80184817A93CE403;2022-05-17 13:15:10,777;1;58;Rd2_Antenna01
30340BDB80184817A93CE403;2022-05-17 13:15:10,777;2;57;Rd2_Antenna02
30340BDB80184817A93CE403;2022-05-17 13:15:10,828;1;63;Rd2_Antenna01
30340BDB80184817A93CE403;2022-05-17 13:15:10,828;2;61;Rd2_Antenna02
30340BDB80184817A93CE403;2022-05-17 13:15:10,937;1;67;Rd2_Antenna01
30340BDB80184817A93CE403;2022-05-17 13:15:10,997;1;68;Rd2_Antenna01
30340BDB80184817A93CE403;2022-05-17 13:15:11,117;1;67;Rd2_Antenna01
30340BDB80184817A93CE403;2022-05-17 13:15:11,157;1;70;Rd2_Antenna01
30340BDB80184817A93CE403;2022-05-17 13:15:11,267;1;74;Rd2_Antenna01
30340BDB80184817A93CE403;2022-05-17 13:15:11,327;1;74;Rd2_Antenna01
30340BDB80184817A93CE403;2022-05-17 13:15:11,327;2;56;Rd2_Antenna02
30340BDB80184817A93CE403;2022-05-17 13:15:11,437;1;70;Rd2_Antenna01
30340BDB80184817A93CE403;2022-05-17 13:15:11,437;2;60;Rd2_Antenna02
30340BDB80184817A93CE403;2022-05-17 13:15:11,497;1;66;Rd2_Antenna01
30340BDB80184817A93CE403;2022-05-17 13:15:11,497;2;65;Rd2_Antenna02
30340BDB80184817A93CE403;2022-05-17 13:15:11,617;2;60;Rd2_Antenna02
30340BDB80184817A93CE403;2022-05-17 13:15:11,667;2;60;Rd2_Antenna02
30340BDB80184817A93CE403;2022-05-17 13:15:11,927;2;59;Rd2_Antenna02
30340BDB80184817A93CE403;2022-05-17 13:15:11,987;2;62;Rd2_Antenna02
30340BDB80184817A93CE403;2022-05-17 13:15:12,207;2;58;Rd2_Antenna02
30340BDB80184817A93CE403;2022-05-17 13:15:12,257;2;56;Rd2_Antenna02
30340BDB80184817A93CE403;2022-05-17 13:15:12,677;2;58;Rd2_Antenna02
30340BDB80184817A93CE403;2022-05-17 13:13:17,002;1;58;Rd1_Antenna01
30340BDB80184817A93CE403;2022-05-17 13:13:17,052;1;59;Rd1_Antenna01
30340BDB80184817A93CE403;2022-05-17 13:13:17,172;1;61;Rd1_Antenna01
30340BDB80184817A93CE403;2022-05-17 13:13:17,222;1;64;Rd1_Antenna01
303ACA49810F719C3C37698D;2022-05-17 13:15:21,667;1;56;Rd2_Antenna01
